lon,lat,value,var
-69.08803493457519,5.949912289497791,1898.8736044376146,50.27422234289119
-69.07803493457519,5.949912289497791,1899.091179711828,46.982862482164705
-69.06803493457518,5.949912289497791,1899.547759467268,46.280108958423256
-69.05803493457518,5.949912289497791,1900.036553991396,46.02030070061335
-69.04803493457517,5.949912289497791,1900.2870594347148,45.565901057681515
-69.03803493457517,5.949912289497791,1900.116328206007,45.62286958946139
-69.02803493457516,5.949912289497791,1899.5425343680702,45.91147926414068
-69.01803493457516,5.949912289497791,1898.770682117875,45.64287500635413
-69.00803493457515,5.949912289497791,1898.0636797544375,45.33523316914459
-68.99803493457514,5.949912289497791,1897.6019742644278,45.60593697913238
-68.98803493457514,5.949912289497791,1897.4330626532787,45.737362304396754
-68.97803493457513,5.949912289497791,1897.5222096680875,45.368239553609726
-68.96803493457513,5.949912289497791,1897.8128246065428,45.3337555181665
-68.95803493457512,5.949912289497791,1898.2363477150177,45.6904825643127
-68.94803493457512,5.949912289497791,1898.7087353918243,45.57797355933589
-68.93803493457511,5.949912289497791,1899.1500831459432,45.242110388287855
-68.92803493457511,5.949912289497791,1899.5108970568183,45.45657902025556
-68.9180349345751,5.949912289497791,1899.7792756654821,45.70188514759542
-68.9080349345751,5.949912289497791,1899.9674065798433,45.38852327143856
-68.8980349345751,5.949912289497791,1900.0990343490191,45.24366781318007
-68.88803493457509,5.949912289497791,1900.2130743877503,45.59943695947031
-68.87803493457508,5.949912289497791,1900.36986755553,45.6104790899454
-68.86803493457508,5.949912289497791,1900.6356080947533,45.243663136798574
-68.85803493457507,5.949912289497791,1901.0399452696788,45.35591481829208
-68.84803493457507,5.949912289497791,1901.5389269381765,45.67706192531719
-68.83803493457506,5.949912289497791,1902.0271606844397,45.445947403377176
-68.82803493457506,5.949912289497791,1902.396522691167,45.20157181420845
-68.81803493457505,5.949912289497791,1902.5945803882757,45.51475795866175
-68.80803493457505,5.949912289497791,1902.639335415685,45.64411089357631
-68.79803493457504,5.949912289497791,1902.5866390888857,45.28140404451675
-68.78803493457504,5.949912289497791,1902.4891744624101,45.27675325230436
-68.77803493457503,5.949912289497791,1902.3783083194282,45.63779409047517
